,label,text
4609,True,"a fund may invest in a second fund or anoth collect invest scheme manag or oper by, or which ha as it authoris corpor director, the manag or an associ of the manag provid that certain provis of the fca rule regard invest in such second fund or scheme are compli with."
4897,False,asi american incom equiti fund
4910,False,"* perform up to 23 octob 2015 is from the standard life invest igni corpor bond fund (a unit trust (the retail accumul unit of which launch on 9 may 1994) which, follow the effect date of a scheme of arrang commenc wind up on 23 octob 2015). ** perform up to 23 octob 2015 is from the standard life invest igni european smaller compani fund (a unit trust launch on 1 novemb 2007 which, follow the effect date of a scheme of arrang commenc wind up on 23 octob 2015)."
4912,True,"a fund may invest in approv money-market instrument which are dealt in on the money-market, are liquid and whose valu can be accur determin at ani time, provided:"
4913,True,"a fund may invest in deposit onli with an approv bank and which are repay on demand or have the right to be withdrawn, and matur in no more than twelv months."
4915,False,invest power and restrict
4916,True,a fund may invest in deriv and forward transact as long as the exposur to which the fund is commit by that transact itself is suitabl cover from within it scheme property. exposur will includ ani initi outlay in respect of that transaction.
4917,True,a fund may invest in or dispos of share of a second fund provid that:
4924,False,german invest tax act
4925,False,the fund which continu invest at least 51% of the valu in equiti as per section 2(8) german invest tax act are list in appendix iv – taxation.
4927,False,"in accord with the individu save account regul 1998 (a amended) share in all the fund of the compani are elig for invest through an isa and these fund will be manag to satisfi the requir laid down in these regul in order to be eligible, for as long as these apply. the isa manag is aberdeen standard fund manag limit and all isa applic should be made through aberdeen standard fund manag limited."
4928,False,isa have certain tax advantag - they will not be subject to incom or capit gain tax.
4931,False,"the follow tabl set out the incom alloc period and incom alloc date for each fund. incom alloc date are the dates, in each year, on or befor which payment or accumul of incom (if any) is to be made or take place. the tabl identifi ani interim account period and interim incom alloc dates."
4935,False,asi aaa bond fund
4936,False,1 march - 31 may
4938,False,1 june - 31 august
4940,False,1 septemb – 30 novemb
4942,False,1 decemb – 28 februari (29 februari in a leap year)
4944,False,1 march - 31 may
4946,False,1 june - 31 august
4948,False,1 septemb – 30 novemb
4950,False,1 decemb – 28 februari (29 februari in a leap year)
4952,False,1 march - 28 februari (29 februari in a leap year)
4954,False,asi american incom equiti fund
4955,False,asi american unconstrain equiti fund
4957,False,asi (sli) asian pacif growth equiti fund
